1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
98,81,81,99,75,94,76,69,80,76,77,61,95,106,60,82,79,60,66,98,97,62,80,98,89,99,64,88,83,64,79,70,60,97,98,97,65,63,73,101,78,103,78,97,92,97,61,101,88,69,101,93,67,65,84,72,60,63,86,72,91,60,72,103,82,63,101,102,101,60,93,72,100,77,97,101,68,72,77,72,80,68,89,106,110,71,78,96,107,102,73,91,100,89,94,84,76,69,76,72
